accident_severity,number_of_casualties,crash_type,driver_alcohol,driver_age,driver_experience,weather_conditions,road_light_condition,traffic_density,road_conditions,time_of_day,road_defect,road_type,intersection_related,speed_limit,vehicle_type,vehicle_age,maintenance_required,failure_history,brake_condition,source
no indication of injury,0.0,injury and / or tow due to crash,,,,clear,"darkness, lighted road",,dry,2,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,injury and / or tow due to crash,,,,clear,dusk,,dry,22,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,daylight,,dry,15,STOP SIGN/FLASHER,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,"darkness, lighted road",,dry,21,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,injury and / or tow due to crash,,,,clear,daylight,,wet,12,STOP SIGN/FLASHER,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,daylight,,dry,17,STOP SIGN/FLASHER,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,daylight,,dry,18,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,daylight,,dry,12,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,injury and / or tow due to crash,,,,freezing rain/drizzle,"darkness, lighted road",,wet,5,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,darkness,,dry,21,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,injury and / or tow due to crash,,,,clear,daylight,,dry,12,STOP SIGN/FLASHER,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,injury and / or tow due to crash,,,,rain,daylight,,wet,9,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,daylight,,dry,16,NO CONTROLS,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,injury and / or tow due to crash,,,,clear,"darkness, lighted road",,dry,17,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,daylight,,dry,8,NO CONTROLS,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,daylight,,dry,17,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,injury and / or tow due to crash,,,,clear,"darkness, lighted road",,dry,6,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,daylight,,dry,20,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,injury and / or tow due to crash,,,,clear,"darkness, lighted road",,dry,20,NO CONTROLS,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,daylight,,dry,7,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,daylight,,dry,17,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,daylight,,unknown,17,STOP SIGN/FLASHER,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,rain,"darkness, lighted road",,wet,20,UNKNOWN,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,daylight,,dry,15,STOP SIGN/FLASHER,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,injury and / or tow due to crash,,,,clear,daylight,,dry,7,STOP SIGN/FLASHER,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,daylight,,wet,8,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,daylight,,dry,19,STOP SIGN/FLASHER,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,daylight,,dry,12,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,"darkness, lighted road",,dry,20,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,injury and / or tow due to crash,,,,clear,daylight,,dry,7,STOP SIGN/FLASHER,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,daylight,,dry,17,NO CONTROLS,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,rain,daylight,,wet,8,STOP SIGN/FLASHER,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,injury and / or tow due to crash,,,,clear,daylight,,dry,10,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,cloudy/overcast,daylight,,wet,13,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,daylight,,dry,19,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,daylight,,dry,14,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,daylight,,dry,8,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,injury and / or tow due to crash,,,,clear,daylight,,dry,15,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,rain,"darkness, lighted road",,wet,23,STOP SIGN/FLASHER,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,dusk,,dry,19,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,daylight,,dry,15,NO CONTROLS,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,"darkness, lighted road",,dry,22,STOP SIGN/FLASHER,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,snow,"darkness, lighted road",,wet,22,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,dusk,,dry,16,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,daylight,,dry,12,STOP SIGN/FLASHER,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,rain,"darkness, lighted road",,wet,18,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,"darkness, lighted road",,dry,17,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,"darkness, lighted road",,dry,20,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,injury and / or tow due to crash,,,,snow,daylight,,snow or slush,13,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,cloudy/overcast,daylight,,wet,17,UNKNOWN,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,injury and / or tow due to crash,,,,clear,"darkness, lighted road",,dry,3,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,daylight,,dry,7,STOP SIGN/FLASHER,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,daylight,,dry,15,STOP SIGN/FLASHER,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,daylight,,dry,14,STOP SIGN/FLASHER,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,injury and / or tow due to crash,,,,clear,daylight,,unknown,15,UNKNOWN,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,injury and / or tow due to crash,,,,clear,daylight,,dry,16,TRAFFIC SIGNAL,,n,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,injury and / or tow due to crash,,,,clear,daylight,,dry,12,STOP SIGN/FLASHER,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,unknown,unknown,,unknown,13,UNKNOWN,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,injury and / or tow due to crash,,,,clear,daylight,,dry,6,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,injury and / or tow due to crash,,,,clear,daylight,,dry,8,STOP SIGN/FLASHER,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,injury and / or tow due to crash,,,,clear,"darkness, lighted road",,dry,22,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,injury and / or tow due to crash,,,,clear,daylight,,dry,13,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,rain,daylight,,wet,9,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,daylight,,dry,15,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,injury and / or tow due to crash,,,,clear,daylight,,wet,10,STOP SIGN/FLASHER,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,"darkness, lighted road",,dry,18,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,injury and / or tow due to crash,,,,clear,daylight,,dry,10,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,injury and / or tow due to crash,,,,clear,"darkness, lighted road",,snow or slush,21,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,daylight,,other,15,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,daylight,,dry,8,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,injury and / or tow due to crash,,,,clear,daylight,,dry,16,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,unknown,unknown,,unknown,17,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,daylight,,unknown,18,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,daylight,,dry,8,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,daylight,,dry,14,UNKNOWN,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,injury and / or tow due to crash,,,,rain,daylight,,wet,10,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,rain,daylight,,wet,14,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,daylight,,dry,14,NO CONTROLS,,n,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,injury and / or tow due to crash,,,,clear,"darkness, lighted road",,dry,20,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,injury and / or tow due to crash,,,,clear,daylight,,dry,15,STOP SIGN/FLASHER,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,"darkness, lighted road",,dry,19,STOP SIGN/FLASHER,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,cloudy/overcast,"darkness, lighted road",,dry,7,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,rain,daylight,,wet,13,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,injury and / or tow due to crash,,,,clear,daylight,,dry,14,STOP SIGN/FLASHER,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,"darkness, lighted road",,dry,22,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,daylight,,dry,17,NO CONTROLS,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,daylight,,dry,11,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,daylight,,dry,13,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,snow,daylight,,wet,9,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,daylight,,dry,7,STOP SIGN/FLASHER,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,darkness,,dry,17,TRAFFIC SIGNAL,,n,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,daylight,,dry,19,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,daylight,,dry,11,STOP SIGN/FLASHER,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,unknown,daylight,,ice,14,UNKNOWN,,n,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,daylight,,dry,7,STOP SIGN/FLASHER,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,injury and / or tow due to crash,,,,clear,daylight,,dry,11,NO CONTROLS,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,daylight,,dry,10,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,injury and / or tow due to crash,,,,clear,"darkness, lighted road",,dry,20,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,unknown,"darkness, lighted road",,unknown,20,STOP SIGN/FLASHER,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,unknown,unknown,,unknown,16,UNKNOWN,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,injury and / or tow due to crash,,,,clear,daylight,,dry,14,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,"darkness, lighted road",,dry,18,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,injury and / or tow due to crash,,,,clear,"darkness, lighted road",,dry,22,STOP SIGN/FLASHER,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,injury and / or tow due to crash,,,,clear,daylight,,dry,13,STOP SIGN/FLASHER,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,daylight,,dry,17,STOP SIGN/FLASHER,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,daylight,,dry,14,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,rain,dusk,,wet,19,NO CONTROLS,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,daylight,,dry,11,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,daylight,,dry,16,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,darkness,,dry,18,STOP SIGN/FLASHER,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,"darkness, lighted road",,dry,21,STOP SIGN/FLASHER,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,"darkness, lighted road",,dry,1,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,rain,darkness,,wet,18,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,injury and / or tow due to crash,,,,clear,daylight,,dry,18,STOP SIGN/FLASHER,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,daylight,,dry,17,STOP SIGN/FLASHER,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,injury and / or tow due to crash,,,,clear,daylight,,dry,18,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,daylight,,dry,17,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,dawn,,dry,5,TRAFFIC SIGNAL,,n,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,injury and / or tow due to crash,,,,clear,daylight,,dry,16,STOP SIGN/FLASHER,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,injury and / or tow due to crash,,,,clear,daylight,,unknown,16,STOP SIGN/FLASHER,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,clear,"darkness, lighted road",,wet,1,TRAFFIC SIGNAL,,y,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,rain,dusk,,wet,19,NO CONTROLS,,n,,,,,,,dataset2_traffic_accidents
no indication of injury,0.0,no injury / drive away,,,,rain,"darkness, lighted road",,wet,21,STOP SIGN/FLASHER,,y,,,,,,,dataset2_traffic_accidents
unknown,,,0.0,51.0,48.0,rainy,artificial light,1.0,wet,morning,,city road,,100.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,49.0,43.0,clear,artificial light,1.0,wet,night,,rural road,,120.0,truck,,,,,dataset3_accident_prediction
low,,,0.0,54.0,52.0,rainy,artificial light,1.0,icy,evening,,highway,,60.0,car,,,,,dataset3_accident_prediction
low,,,0.0,34.0,31.0,clear,daylight,2.0,under construction,afternoon,,city road,,60.0,bus,,,,,dataset3_accident_prediction
low,,,0.0,62.0,55.0,rainy,artificial light,1.0,dry,morning,,highway,,195.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,49.0,43.0,clear,artificial light,0.0,unknown,night,,rural road,,120.0,truck,,,,,dataset3_accident_prediction
low,,,0.0,27.0,26.0,foggy,daylight,0.0,dry,afternoon,,highway,,60.0,truck,,,,,dataset3_accident_prediction
low,,,0.0,29.0,22.0,rainy,artificial light,0.0,dry,afternoon,,city road,,60.0,car,,,,,dataset3_accident_prediction
high,,,0.0,38.0,29.0,stormy,artificial light,1.0,icy,morning,,highway,,60.0,car,,,,,dataset3_accident_prediction
low,,,0.0,50.0,48.0,rainy,artificial light,2.0,dry,afternoon,,city road,,30.0,truck,,,,,dataset3_accident_prediction
moderate,,,0.0,33.0,28.0,foggy,artificial light,1.0,dry,evening,,unknown,,60.0,car,,,,,dataset3_accident_prediction
low,,,0.0,47.0,38.0,clear,artificial light,2.0,dry,night,,mountain road,,100.0,motorcycle,,,,,dataset3_accident_prediction
unknown,,,0.0,25.0,16.0,unknown,artificial light,0.0,dry,afternoon,,rural road,,60.0,car,,,,,dataset3_accident_prediction
moderate,,,1.0,67.0,63.0,rainy,artificial light,0.0,unknown,night,,city road,,30.0,motorcycle,,,,,dataset3_accident_prediction
low,,,0.0,61.0,57.0,clear,artificial light,0.0,unknown,morning,,rural road,,60.0,car,,,,,dataset3_accident_prediction
low,,,0.0,46.0,39.0,clear,artificial light,0.0,wet,night,,rural road,,60.0,truck,,,,,dataset3_accident_prediction
moderate,,,0.0,48.0,41.0,rainy,daylight,0.0,wet,unknown,,city road,,60.0,car,,,,,dataset3_accident_prediction
unknown,,,0.0,53.0,39.0,snowy,artificial light,1.0,under construction,afternoon,,unknown,,100.0,motorcycle,,,,,dataset3_accident_prediction
moderate,,,0.0,35.0,32.0,foggy,no light,1.0,wet,night,,city road,,60.0,motorcycle,,,,,dataset3_accident_prediction
moderate,,,0.0,59.0,53.0,clear,daylight,1.0,dry,afternoon,,city road,,50.0,car,,,,,dataset3_accident_prediction
low,,,0.0,27.0,23.0,clear,daylight,2.0,dry,morning,,city road,,60.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,32.0,24.0,foggy,unknown,0.0,icy,evening,,rural road,,100.0,car,,,,,dataset3_accident_prediction
low,,,0.0,53.0,47.0,clear,daylight,0.0,dry,morning,,highway,,30.0,car,,,,,dataset3_accident_prediction
low,,,1.0,69.0,64.0,rainy,daylight,0.0,under construction,afternoon,,rural road,,30.0,unknown,,,,,dataset3_accident_prediction
low,,,0.0,68.0,60.0,rainy,daylight,1.0,unknown,morning,,highway,,50.0,car,,,,,dataset3_accident_prediction
